seq,sprint,module_id,task_key,module_title,status,completeness,completeness_score,files_ok,contract_required,contract_exists,timestamp_done,timestamp_last_changed,timestamp_committed,commit_hash,committed_by,worked_by,assigned_agent,local_file_locations,git_file_locations,git_urls
50,2,UI-P1-T04,UI-P1-T04@HOLD-UI-2026-03-02,Restore file actions path (rename/move/download/delete) for connected drives,done,complete,100.0,True,True,True,2026-03-04T11:34:51+00:00,2026-03-08T11:15:24-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/proxy; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/delete; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/move; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/rename; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/download; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/upload; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/health; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/proxy,web/components/UnifiedFileBrowser.tsx; app/api/remotes/[uuid]; app/api/remotes/[uuid]/actions; app/api/remotes/[uuid]/proxy; app/api/remotes/[uuid]/actions/delete; app/api/remotes/[uuid]/actions/move; app/api/remotes/[uuid]/actions/rename; app/api/remotes/[uuid]/actions/download; web/app/api/remotes/[uuid]; web/app/api/remotes/[uuid]/upload; web/app/api/remotes/[uuid]/health; web/app/api/remotes/[uuid]/proxy,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/proxy; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/delete; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/move; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/rename; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/download; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/upload; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/health; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/proxy
51,2,UI-P1-T05,UI-P1-T05@HOLD-UI-2026-03-02,Add explicit UI error surfaces for failed sync/proxy/favorites requests,done,complete,100.0,True,True,True,2026-03-04T11:37:41+00:00,2026-03-08T11:15:24-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx; /home/sanjay/cacheflow_work/web/lib/ui/toast.ts; /home/sanjay/cacheflow_work/web/app/api/connections/route.ts,web/components/UnifiedFileBrowser.tsx; web/lib/ui/toast.ts; web/app/api/connections/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/ui/toast.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/connections/route.ts
52,2,UI-P1-T06,UI-P1-T06@HOLD-UI-2026-03-02,"Add clear loading, empty, and error state cards in file pane",done,complete,100.0,True,False,False,2026-03-04T12:16:04+00:00,2026-03-08T18:29:43-04:00,2026-03-04T05:51:46-05:00,901d0586f6132e1f4e42939c8f970986f09d6ae2,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/UnifiedFileBrowser.tsx; /home/sanjay/cacheflow_work/web/components/Sidebar.tsx,web/components/UnifiedFileBrowser.tsx; web/components/Sidebar.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/UnifiedFileBrowser.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/Sidebar.tsx
53,3,3.1,3.1@TRANSFER-1,Persistent Transfer Manager Tray — always visible when active,done,complete,100.0,True,False,False,2026-03-04T14:08:23+00:00,2026-03-08T10:42:49-04:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/transfers/TransferTray.tsx; /home/sanjay/cacheflow_work/web/components/transfers/TransferItem.tsx; /home/sanjay/cacheflow_work/web/context/TransferContext.tsx,web/components/transfers/TransferTray.tsx; web/components/transfers/TransferItem.tsx; web/context/TransferContext.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/transfers/TransferTray.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/transfers/TransferItem.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/context/TransferContext.tsx
54,3,3.2,3.2@SSE-1,Server-Sent Events (SSE) for real-time transfer progress,done,complete,100.0,True,True,True,2026-03-04T12:45:11+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/api/transfers/[id]/progress/route.ts; /home/sanjay/cacheflow_work/lib/transfers/progressEmitter.ts,app/api/transfers/[id]/progress/route.ts; lib/transfers/progressEmitter.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/transfers/[id]/progress/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/transfers/progressEmitter.ts
55,3,3.3,3.3@TRANSFER-1,Every file operation produces tray entry + toast,done,complete,100.0,True,True,True,2026-03-04T12:52:36+00:00,2026-03-05T20:15:11-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/transfers/transferRegistry.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/proxy/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/delete/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/move/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/rename/route.ts; /home/sanjay/cacheflow_work/app/api/remotes/[uuid]/actions/download/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/upload/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/health/route.ts; /home/sanjay/cacheflow_work/web/app/api/remotes/[uuid]/proxy/route.ts,lib/transfers/transferRegistry.ts; app/api/remotes/[uuid]/proxy/route.ts; app/api/remotes/[uuid]/actions/delete/route.ts; app/api/remotes/[uuid]/actions/move/route.ts; app/api/remotes/[uuid]/actions/rename/route.ts; app/api/remotes/[uuid]/actions/download/route.ts; web/app/api/remotes/[uuid]/upload/route.ts; web/app/api/remotes/[uuid]/health/route.ts; web/app/api/remotes/[uuid]/proxy/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/transfers/transferRegistry.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/proxy/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/delete/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/move/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/rename/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/remotes/[uuid]/actions/download/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/upload/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/health/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remotes/[uuid]/proxy/route.ts
56,3,3.4,3.4@TRANSFER-1,"Tray E2E — entry survives navigation, retry works on failure",done,complete,100.0,True,False,False,2026-03-04T14:08:27+00:00,2026-03-06T07:55:21-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/transferTray.spec.ts,web/e2e/tests/transferTray.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/transferTray.spec.ts
57,3,3.5,3.5@TRANSFER-1,Chunked upload: files >50MB use provider resumable upload APIs,done,complete,100.0,True,True,True,2026-03-04T12:57:05+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/providers/googleDrive/chunkedUpload.ts; /home/sanjay/cacheflow_work/lib/providers/onedrive/chunkedUpload.ts; /home/sanjay/cacheflow_work/lib/providers/dropbox/chunkedUpload.ts,lib/providers/googleDrive/chunkedUpload.ts; lib/providers/onedrive/chunkedUpload.ts; lib/providers/dropbox/chunkedUpload.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/googleDrive/chunkedUpload.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/onedrive/chunkedUpload.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/dropbox/chunkedUpload.ts
58,3,3.6,3.6@TRANSFER-1,Auto-resume: resume interrupted upload from last successful chunk,done,complete,100.0,True,True,True,2026-03-04T13:00:42+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/api/transfers/[id]/chunks/route.ts; /home/sanjay/cacheflow_work/lib/transfers/chunkStateManager.ts,app/api/transfers/[id]/chunks/route.ts; lib/transfers/chunkStateManager.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/transfers/[id]/chunks/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/transfers/chunkStateManager.ts
59,3,3.7,3.7@TRANSFER-1,Tray: chunk-level progress for large files,done,complete,100.0,True,False,False,2026-03-04T14:08:27+00:00,2026-03-08T10:42:49-04:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/transfers/TransferItem.tsx,web/components/transfers/TransferItem.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/transfers/TransferItem.tsx
60,3,3.8,3.8@TRANSFER-1,Auto-resume E2E test — network drop mid-transfer ⚠️ Human verify,done,complete,100.0,True,False,False,2026-03-04T14:27:22+00:00,2026-03-06T17:33:41-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/e2e/tests/chunkedResume.spec.ts,web/e2e/tests/chunkedResume.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/chunkedResume.spec.ts
61,3,3.9,3.9@ZERODISK-1,Server streams source → CacheFlow → target without disk write,done,complete,100.0,True,True,True,2026-03-04T13:03:28+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/transfers/streamTransfer.ts,lib/transfers/streamTransfer.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/transfers/streamTransfer.ts
62,3,3.10,3.10@SSE-1,BullMQ background job queue for async transfers,done,complete,100.0,True,True,True,2026-03-04T13:08:09+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/queue/transferQueue.ts; /home/sanjay/cacheflow_work/lib/queue/workers/transferWorker.ts,lib/queue/transferQueue.ts; lib/queue/workers/transferWorker.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/queue/transferQueue.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/queue/workers/transferWorker.ts
63,3,3.11,3.11@TRANSFER-1,Conflict resolution modal — shared component used everywhere,done,complete,100.0,True,False,False,2026-03-04T14:23:24+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/transfers/ConflictResolutionModal.tsx,web/components/transfers/ConflictResolutionModal.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/transfers/ConflictResolutionModal.tsx
64,3,3.12,3.12@ZERODISK-1,Zero-disk verification test + tab-close survival test ⚠️ Human verify,done,complete,100.0,True,False,False,2026-03-04T14:23:24+00:00,2026-03-06T17:33:41-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/zeroDiskTransfer.spec.ts,web/e2e/tests/zeroDiskTransfer.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/zeroDiskTransfer.spec.ts
65,3,3.13,3.13@SCHED-1,Storage pooling dashboard — promote aggregate to hero position,done,complete,100.0,True,False,False,2026-03-04T14:23:24+00:00,2026-03-08T18:34:09-04:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/app/dashboard/page.tsx; /home/sanjay/cacheflow_work/web/components/dashboard/StorageHero.tsx; /home/sanjay/cacheflow_work/web/components/dashboard/ProviderCapacityBar.tsx,web/app/dashboard/page.tsx; web/components/dashboard/StorageHero.tsx; web/components/dashboard/ProviderCapacityBar.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/dashboard/page.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/dashboard/StorageHero.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/dashboard/ProviderCapacityBar.tsx
66,3,3.14,3.14@SYNC-1,Provider health indicators — green means it actually works,done,complete,100.0,True,True,True,2026-03-04T13:16:21+00:00,2026-03-05T20:15:11-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/providers/healthCheck.ts; /home/sanjay/cacheflow_work/web/lib/providers/healthCheck.ts; /home/sanjay/cacheflow_work/web/app/api/connections/health/route.ts,lib/providers/healthCheck.ts; web/lib/providers/healthCheck.ts; web/app/api/connections/health/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/healthCheck.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/providers/healthCheck.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/connections/health/route.ts
67,3,3.15,3.15@TRANSFER-1,Rate limit handling layer — per-provider request queue,done,complete,100.0,True,True,True,2026-03-04T13:20:01+00:00,2026-03-07T22:46:32-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/providers/rateLimitQueue.ts; /home/sanjay/cacheflow_work/lib/apiClient.ts; /home/sanjay/cacheflow_work/web/lib/apiClient.ts,lib/providers/rateLimitQueue.ts; lib/apiClient.ts; web/lib/apiClient.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/rateLimitQueue.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/apiClient.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/apiClient.ts
68,3,3.16,3.16@SYNC-1,Dashboard + health E2E tests,done,complete,100.0,True,False,False,2026-03-04T14:23:24+00:00,2026-03-06T17:33:41-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/storageDashboard.spec.ts,web/e2e/tests/storageDashboard.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/storageDashboard.spec.ts
69,4,4.1,4.1@AUTH-1,Define provider parity checklist — every provider must pass all 5,done,complete,100.0,True,True,True,2026-03-04T15:08:40+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Codex,Codex,/home/sanjay/cacheflow_work/docs/provider-parity.md; /home/sanjay/cacheflow_work/lib/providers/ProviderAdapter.interface.ts,docs/provider-parity.md; lib/providers/ProviderAdapter.interface.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/docs/provider-parity.md; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/ProviderAdapter.interface.ts
70,4,4.2,4.2@AUTH-1,Add 2–3 additional providers to reach 3–4 gold-standard total,done,complete,100.0,True,True,True,2026-03-04T15:16:00+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/providers/box; /home/sanjay/cacheflow_work/lib/providers/pcloud; /home/sanjay/cacheflow_work/lib/providers/yandex,lib/providers/box; lib/providers/pcloud; lib/providers/yandex,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/box; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/pcloud; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/yandex
71,4,4.3,4.3@AUTH-1,E2E parity tests for each new provider,done,complete,100.0,True,False,False,2026-03-04T16:04:02+00:00,2026-03-04T21:08:00-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/providers/box.spec.ts; /home/sanjay/cacheflow_work/web/e2e/tests/providers/pcloud.spec.ts,web/e2e/tests/providers/box.spec.ts; web/e2e/tests/providers/pcloud.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/providers/box.spec.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/providers/pcloud.spec.ts
72,4,4.4,4.4@SEC-1,SSH2 connection manager with LRU session reuse,done,complete,100.0,True,True,True,2026-03-04T15:21:49+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/providers/vps/sshConnectionManager.ts; /home/sanjay/cacheflow_work/lib/providers/vps/VPSAdapter.ts,lib/providers/vps/sshConnectionManager.ts; lib/providers/vps/VPSAdapter.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/vps/sshConnectionManager.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/providers/vps/VPSAdapter.ts
73,4,4.5,4.5@SEC-1,AES-256-GCM encrypted credential storage for VPS/WebDAV,done,complete,100.0,True,True,True,2026-03-04T15:28:56+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/vault/credentialVault.ts; /home/sanjay/cacheflow_work/app/api/connections/vps/route.ts,lib/vault/credentialVault.ts; app/api/connections/vps/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/vault/credentialVault.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/connections/vps/route.ts
74,4,4.6,4.6@SEC-1,VPS parity test + credential security test,done,complete,100.0,True,False,False,2026-03-04T16:04:10+00:00,2026-03-07T22:46:32-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/providers/vps.spec.ts,web/e2e/tests/providers/vps.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/providers/vps.spec.ts
75,4,4.7,4.7@2FA-1,Share link creation — enforce 2FA scope selected in /docs/decisions/share-link-2fa-scope.md (all links vs password-only),done,complete,100.0,True,True,True,2026-03-04T15:33:15+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/api/share/route.ts; /home/sanjay/cacheflow_work/lib/share/shareLinkService.ts,app/api/share/route.ts; lib/share/shareLinkService.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/share/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/share/shareLinkService.ts
76,4,4.8,4.8@SHARE-1,Share link proxy — hides underlying provider,done,complete,100.0,True,True,True,2026-03-04T15:34:18+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/app/s/[linkId]/route.ts,app/s/[linkId]/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/app/s/[linkId]/route.ts
77,4,4.9,4.9@SHARE-1,"Abuse controls — rate limits, throttling, link access logging",done,complete,100.0,True,True,True,2026-03-04T15:39:02+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/share/abuseControls.ts; /home/sanjay/cacheflow_work/app/api/share/[id]/revoke/route.ts,lib/share/abuseControls.ts; app/api/share/[id]/revoke/route.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/share/abuseControls.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/share/[id]/revoke/route.ts
78,4,4.10,4.10@2FA-1,Share link UI — right-click → Get Share Link panel; 2FA prompt behavior must match /docs/decisions/share-link-2fa-scope.md,done,complete,100.0,True,False,False,2026-03-04T16:04:10+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/share/ShareLinkPanel.tsx; /home/sanjay/cacheflow_work/web/components/share/ShareLinkList.tsx,web/components/share/ShareLinkPanel.tsx; web/components/share/ShareLinkList.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/share/ShareLinkPanel.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/share/ShareLinkList.tsx
79,4,4.11,4.11@SHARE-1,"E2E share link tests — create, access, expire, revoke",done,complete,100.0,True,False,False,2026-03-04T16:04:10+00:00,2026-03-04T23:14:30-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/shareLinks.spec.ts,web/e2e/tests/shareLinks.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/shareLinks.spec.ts
80,4,4.12,4.12@TRANSFER-1,Remote upload v1 — HTTP/HTTPS URL to chosen provider,done,complete,100.0,True,True,True,2026-03-04T15:43:30+00:00,2026-03-08T19:24:19-04:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/web/app/api/remote-upload/route.ts; /home/sanjay/cacheflow_work/lib/transfers/remoteUpload.ts; /home/sanjay/cacheflow_work/web/lib/transfers/remoteUpload.ts,web/app/api/remote-upload/route.ts; lib/transfers/remoteUpload.ts; web/lib/transfers/remoteUpload.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/remote-upload/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/transfers/remoteUpload.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/transfers/remoteUpload.ts
81,4,4.13,4.13@TRANSFER-1,Smart auto-placement engine v1,done,complete,100.0,True,True,True,2026-03-04T15:46:34+00:00,2026-03-06T12:46:14-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/lib/placement/autoPlacementEngine.ts,lib/placement/autoPlacementEngine.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/placement/autoPlacementEngine.ts
82,4,4.14,4.14@TRANSFER-1,Remote upload UI — dropdown in Upload action menu,done,complete,100.0,True,False,False,2026-03-04T16:04:10+00:00,2026-03-04T16:27:42-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,ClaudeCode,ClaudeCode,/home/sanjay/cacheflow_work/web/components/files/ActionBar.tsx; /home/sanjay/cacheflow_work/web/components/files/RemoteUploadModal.tsx,web/components/files/ActionBar.tsx; web/components/files/RemoteUploadModal.tsx,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/ActionBar.tsx; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/components/files/RemoteUploadModal.tsx
83,4,4.15,4.15@TRANSFER-1,E2E remote upload + placement tests,done,complete,100.0,True,False,False,2026-03-04T16:04:10+00:00,2026-03-06T17:33:41-05:00,2026-03-04T07:38:26-05:00,235284f4a903082904452ff62fd96b04636cbe01,messagesgoel-blip,Gemini,Gemini,/home/sanjay/cacheflow_work/web/e2e/tests/remoteUpload.spec.ts,web/e2e/tests/remoteUpload.spec.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/web/e2e/tests/remoteUpload.spec.ts
84,5,5.1,5.1@SCHED-1,Scheduled job data model and Schedules management UI,done,complete,100.0,True,True,True,2026-03-05T04:22:00+00:00,2026-03-08T20:22:47-04:00,2026-03-04T23:14:40-05:00,44328c374b6b62f4a0f3ad291546b4a0a91a71ff,messagesgoel-blip,OpenCode,OpenCode,/home/sanjay/cacheflow_work/prisma/migrations/004_scheduled_jobs; /home/sanjay/cacheflow_work/app/api/jobs/route.ts; /home/sanjay/cacheflow_work/web/app/api/jobs/route.ts; /home/sanjay/cacheflow_work/lib/jobs/scheduledJobService.ts; /home/sanjay/cacheflow_work/web/lib/jobs/scheduledJobService.ts,prisma/migrations/004_scheduled_jobs; app/api/jobs/route.ts; web/app/api/jobs/route.ts; lib/jobs/scheduledJobService.ts; web/lib/jobs/scheduledJobService.ts,https://github.com/messagesgoel-blip/cacheflow/blob/main/prisma/migrations/004_scheduled_jobs; https://github.com/messagesgoel-blip/cacheflow/blob/main/app/api/jobs/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/app/api/jobs/route.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/lib/jobs/scheduledJobService.ts; https://github.com/messagesgoel-blip/cacheflow/blob/main/web/lib/jobs/scheduledJobService.ts
